hashtags,favorite_count,retweet_count,user_location
etd rdm openscience opendata openaccess ir,"2, 0",1,"Ikegami, Tokyo, Japan, LHR | SFO | SEA"
epub openaccess,"0, 2",3,"53.35481, -6.26877, Buckinghamshire"
ephn2016,0,0,"Ile-de-France, France"
enqueteplus,0,1,"Ile-de-France, France"
ekopolis,0,2,"Ile-de-France, France"
edtech elearning edtech elearning OER crowdsource STEM scied OA OpenAccess,0,0,Amman
ecology openaccess geology,"0, 3",4,"Buckinghamshire, San Jose, California, Boulder, Colorado, USA, McClean, VA, The Paleocene epoch (66-56 Ma)"
ecology openaccess,"2, 0",1,"Regina, Canada, Buckinghamshire"
ecodoc,0,1,"Ile-de-France, France"
ebooks,0,12,"Ile-de-France, France"
eatingdisorders openaccess EDResearch,0,1,"Minneapolis, MN, ICED 2016 * San Francisco, CA"
d��p��t l��gal livres num��riques openaccess DH,0,0,Dijon
disparities openaccess,"0, 2",5,"Beirut, Atlanta, Georgia, USA, Caracas - Venezuela, Atlanta, Stanford, CA"
diseases openaccess,"0, 5",5,"En todas partes. Nunc Stans, Guayaquil, Ecuador, Earth, Oxford, UK and Boston, US, switzerland"
dirittopenale MafiaCapitale mafia crimineorganizzato CommonLaw OpenAccess cross,0,0,London
digitalhumanities openaccess,"0, 2",3,"Moscow, Russia, Lyon, FR"
design economics innovation openaccess,"4, 0",1,"Brisbane, Australia , Islamabad, Pakistan"
dermatology cancer openaccess,0,1,US
denovo MedChem DrugDiscovery OpenAccess,"2, 1, 0","1, 0","London, England, _��_�� __�_�����___"
datamining openaccess librarian journal article openscience phd,0,1,London
data VirginiaTech FOIA opendata,"1, 0",1,"Blacksburg, VA, Virginia Tech"
critlib openaccess oa,"0, 5",2,"Philadelphia, Pennsylvania, New Hampshire, USA"
criminology criminallaw openaccess,0,0,"Winnipeg, Canada"
copyright openaccess publicdomain NEAsp16 s105 freeart,"0, 2",4,"Somerville, MA, Boston, MA, Boston"
copyright openaccess,0,4,"Deventer, Nederland"
cooltools photomontage openaccess,"0, 4",2,"Glasgow, Berlin & The Hague, Buckinghamshire"
conocimientoabierto MOOCs OpenAccess OpenData OpenInnovation,0,0,Ciudad de Mexico
communityrooted openaccess,0,0,global
communications openaccess editors nano,0,2,"Washington, D.C."
codesria4coep openaccess,0,0,London
cm veille,0,16,"Ile-de-France, France"
climatechange openaccess,0,0,"Lausanne, Switzerland"
climate openaccess,"0, 5",5,"United Kingdom, Nottingham, RWTH Aachen University, UK, Nottingham HQ"
cjcday openaccess,0,0,"Winnipeg, Canada"
citations openaccess blog oa,0,0,"Cambridge, FBC"
ciencia OpenAccess,1,0,
cichlid Magadi tilapia OpenAccess,0,0,USA
chronicpain openaccess,0,0,"Maastricht, the Netherlands"
chemistry science openaccess,0,0,"Stanford, CA"
changementdheure openaccess libreacc��s,"0, 1",1,"Buckinghamshire, Paris, France"
champagne openaccess,"0, 2",1,"UK/Brazil, depending on season, Brazil"
celebrate openaccess openness,0,1,Germany
castes Maldives,0,1,"Maldives, Male'"
carbontherapy particletherapy openaccess,0,2,UK
carbontherapy openaccess,"1, 0",3,"Jacksonville, Florida"
cancercolon openaccess,0,0,Madrid
cancer pain openaccess,0,0,
cancer openaccess,0,"1, 0","Sydney Australia, Buckinghamshire"
calames,0,6,"Ile-de-France, France"
caaoslo caasiena archaeology openaccess,0,0,"Southampton, England"
bumblebees openaccess opendata,0,3,"Halifax, Nova Scotia"
brewerymadness openaccess,1,0,"Newcastle Upon Tyne, England"
blog post openaccess OA,0,4,"USA, Roma, Athens, Greece, Bangalore, Cambridge, FBC"
blog openaccess,0,0,"Cambridge, FBC"
bir2016,0,1,"Ile-de-France, France"
bipolar openaccess,0,2,"Vancouver & Sunshine Coast, BC"
biosimilar pegfilgrastim breastcancer openaccess,0,0,
bioremediation openaccess,0,1,"Global, Catalonia"
biomedical biotechnology openaccess,0,1,"Oxfordshire, UK"
bioeconomy openaccess,"0, 2",6,"Waterlooville, UK, Bristol, UK, York, UK, Gloucestershire, UK, UK"
bioRxiv OpenAccess,0,1,"Oxford, UK, Buckinghamshire"
bigdata analytics isresearch openaccess EJIS,0,5,"The Netherlands, Utrecht, The Netherlands"
bibliotek openaccess,1,0,"Kalmar, Sweden"
bermudagrass openaccess,1,0,"Madison, WI"
awesome openaccess,1,0,"Berlin, Germany"
automatedvehicle openaccess,"0, 1",1,"Oxford, UK"
austria goldopenaccess openaccess,0,1,"Berlin, Buckinghamshire"
asthma UK Openaccess,0,0,Global
arted art museumed artsadmin openaccess,0,1,"Tallahassee, FL"
archivos historia openaccess Conservaci�_n Documentos,0,4,Ciudad de M��xico.  ((XYRQ))
architectureMW LiberteDePanorama MuseumWeek,0,19,"Ile-de-France, France"
archInfo,0,6,"Ile-de-France, France"
aprilfool research openaccess REF,0,0,"Preston, Lancashire, UK"
antimicrobials openaccess,1,0,
antibacterial openaccess,0,2,"Washington, DC"
anthropologie openaccess,0,0,"Rennes, Bretagne"
actonacceptance,0,"1, 2","Oxford, UK, Oxford, University of Oxford"
accessibility openaccess registeredaccess restrictedaccess,"0, 2",2,"Dhaka, Bangladesh, India, Ranchi, Jharkhand"
access privacy openaccess media,0,0,"British Columbia, Canada"
academicpublishing OpenAccess,0,1,"Madison, WI"
academic openaccess,0,1,"Buckinghamshire, International"
academic librarians openaccess,"0, 3",1,"Buckinghamshire, Arlington, MA"
academic journals preprint oa openaccess science,2,0,
academia OpenAccess,0,1,"Nairobi, Kenya, Imperial College London"
abattoirs viande openaccess,0,0,Paris
abalone extinction openaccess,0,1,"Tshwane Ya Mamelodi, Pretoria, South Africa"
aaronswartz power knowledge humanrights openaccess,1,0,"Melbourne, Australia"
aaronschwartz openaccess openscience journal academic phd,2,0,London
_��_��ά�_���_____ openaccess,0,1,Buckinghamshire
Zotero,0,2,"Ile-de-France, France"
Zikavirus ZikaOpen OpenAccess,1,0,"Geneva, Switzerland"
ZikaVirus openaccess,"0, 2",3,"Pittsburgh, Berlin, Boston, San Francisco, Barcelona, Catalu��a"
Zika openaccess,1,0,"Berlin, Boston, San Francisco"
Zika ZikaOpen OpenAccess ZikaVirus,0,0,"Geneva, Switzerland"
Zika ZikaOpen OpenAccess,0,"0, 2","Geneva, Switzerland, S��o Paulo"
YerxaLecture openaccess,0,0,Eastern Nazarene College
YOD OpenAccess,0,0,"2, rue de Lille, Paris 7e"
Wiley Elsevier OpenAccess,0,0,"Odivelas, Portugal"
Wikip��dia,0,6,"Ile-de-France, France"
Wikidata openaccess opendata,0,0,"Washington, DC USA"
Wellcome openaccess,0,2,"West Deptford, NJ, Czech Republic, Buckinghamshire"
Weekend reading communication openaccess nano,4,0,"Los Angeles, CA"
Wednesday OpenAccess health toxic chemicals,0,0,"London, UK"
WeSpeechies OpenAccess LLI_ LanguageLearningImpairment,"0, 6",6,"United Kingdom, Cowling, West Yorkshire, Perth, Australia, Durham, Blue Mountains, Australia, Alsace region, France, Worldwide "
WeSpeechies OpenAccess LLI_,0,2,"Buckinghamshire, Worldwide "
WeNeedAccess openaccess,"0, 14",18,"Devon, England, Madrid, Spain, Szczecin, Poland, LHR | SFO | SEA, Marab��/PA, Brazil, Norwich, UK, Argentina, Mountain View, Kansas City, Colombia, Canada & Colombia, Brasil, Pierce FL, Mexico, Internet, 32.803112,34.985165, Torino, Piemonte, A stone's throw from Montreal"
WVS OpenAccess,"5, 0",5,"World, Stockholm, Sweden, M��xico, Paris OECD Employment analysis"
Virology SciDocPublishers SciDoc science journal openaccess,0,0,USA
VirginiaTech OpenVT,"0, 1","0, 2, 7","Blacksburg, VA, Virginia Tech, Blacksburg, Virginia, Arlington, VA, Blacksburg Virginia, Blacksburg, va"
VirginiaTech,"3, 0",2,"Blacksburg, VA"
Video Celebrate OpenAccess Publishing,0,"1, 10","Basel, Switzerland, Basel, Switerland, Basel"
Verkkari yliopistokirjasto openaccess avointiede,"0, 1",4,"Helsinki, Suomi, Helsinki, Helsinki, Finland, Finland"
VR openaccess VRmaking,"0, 1","1, 0","Amherst, MA"
VNHM FossilFriday openaccess MuseumWeek,"0, 3",13,"The Paleocene epoch (66-56 Ma), Internet, Kent, UK, Blacksburg, VA, Oxford, England, Durham, England, University of Bristol, UK, London, Bristol, Sheffield, Cincinnati, Ohio"
VIDEO basketball CNRSLeJournal,0,13,"Ile-de-France, France"
Ukraine openaccess,0,2,"Edinburgh, Britain"
ULgLibrary Orbi ulg video,0,5,"Ile-de-France, France"
ULg Academia ResearchGate MyScienceWork OpenAccess infolit OA,0,9,"Ile-de-France, France"
UKSG16 openaccess UKSG16,"0, 3",3,"London, Portland, OR, UK"
UKResearchOffice Horizon2020 funding openaccess,0,1,"Preston, Lancashire, UK, Preston, Lancashire"
UK Canada EU OpenAccess research US,0,1,"Code Is Law ��_���, Toronto, Ontario"
UCDavis openaccess,0,1,"mbanks.typepad.com, Buckinghamshire"
woot openaccess,1,0,"Cambridge, MA"
Translation comicsgrid openaccess,0,9,"�_�����_���������_��..������ �_������, Chicago??Tennesse"
Tourism openaccess,0,0,India
TopNewFollowers,1,0,Malaysia
Thursday OpenAccess ReviewArticle CervicalSmear HPV colposcopy,1,0,"London, UK"
Terrorism Database openaccess bigdata,2,0,"Edmonton, Alberta"
Teacher emotionalintelligence self tool edtech edchat edpolicy schools openaccess elearning,1,0,"Greece, UK & Ireland"
TCGA openaccess,"12, 0",10,"Bethesda, MD, makkah , glasgow , Scottsdale, Arizona, Wallonia (Wallonie), Belgium, Italy, New York, NY, Buckinghamshire, Rochester, MN, Los Angeles, BE - EUROPE"
TBT SpecialIssue Newborn Health Uganda OpenAccess healthcare Africa care birth,"0, 4",3,"Gweru & London, Stockholm, Sweden, International"
S��n��gal openaccess,"2, 0",1,
SupportMedicalResearch OpenAccess KnowledgeIsPower,1,0,
Strathprints Ranking Repositories openaccess,1,0,"Glasgow, Scotland"
StopSuicide openaccess GoBradOrg,0,1,"New York, NY, Buckinghamshire"
StarTrek OpenAccess,0,0,"Nijmegen, The Netherlands"
SoutheastAsia openaccess,"1, 0",2,"Singapore, Michigan State University, Buckinghamshire"
SouthAfrica OpenAccess,"0, 4",3,"Buckinghamshire, UK, Johannesburg/London"
SoporteNutricional Pediatria openaccess,0,10,san salvador
Soils sulfur review fertilizer openaccess,"0, 1, 4, 2","5, 6, 0","Ontario, Madison, WI, Samarahan, Sarawak, Sunset House and Bikol Ph, Muscle Shoals, AL, College station, Texas, Connecticut"
Social Media Academic,1,0,London
Shewanella openaccess,"0, 3",4,"Alcal�� de Henares, Spain, Berlin, Boston, San Francisco, Berlin, Berlin, Germany"
Shewanella OpenAccess,"1, 0, 6","5, 8","Buckinghamshire, Berlin, Germany, Berlin, Berlin, Boston, San Francisco, Berlin - Boston, Alcal�� de Henares, Spain, Imperial College London, Los Angeles, California"
ShapeCoding LLI_ wespeechies openaccess,"0, 3",12,"United Kingdom, Fremantle, WA, Worldwide , Perth, Australia, Ohio State University, UK"
Senegal openaccess bibsen kebetu,0,1,Dakar/S��n��gal
SecretsMW OpenAccess,"0, 3",1,"Dresden, Germany, The Paleocene epoch (66-56 Ma)"
Sculpture arthistory openaccess art,"0, 1",2,"Stroud, England, London, England, Plymouth, UK"
Scigaia openaccess,0,0,EU-funded H2020
Sciences savoir OpenAccess,0,1,"Nomad. Paris-Beirut-Canberra, Buckinghamshire"
Sciences Openaccess,0,0,"Nice, France"
SciencePourTous OpenScience OpenAccess,"0, 3",5,"Paris, In the void, Berlin, Buckinghamshire, Paris, France"
SciencePourTous,0,"10, 1, 2","Ile-de-France, France"
SciHub OpenAccess,0,1,"Bochum, Germany"
ScholarlyJournals openaccess,"0, 1",2,"Buckinghamshire, Barcelona"
SchnitzlerSyndrome anakinra Dermatology Openaccess,0,0,Global
STM openaccess books,"3, 0",1,Croatia
SSIGOAS openaccess,0,5,"Buenos Aires, Argentina., Sucre, Chuquisaca, Austin, TX, Buenos Aires, Argentina"
SPARC2016 OpenScience OpenAccess OpenData,1,0,"Charlottesville, VA"
SHS openaccess loinumerique,0,1,"Buckinghamshire, Paris"
SCOAP3 oa openaccess,0,"2, 3",PA and WV
SCOAP3 OpenAccess Hochenergiephysik,"0, 3",5,"Global, Letter, Buckinghamshire, Hannover, Germany, Germany / UK"
S4PM OpenAccess,0,6,Nederland
S4OAP openaccess,0,4,"Location, Location, Location, Toronto"
R��seauxsociaux recherche openaccess,0,0,"Belgique, Belgium"
Russia openaccess,0,36,"Moscow, Russia"
RevistaIntervencionismo openaccess journal iRad,"1, 0",1,"Zaragoza, Espa��a"
Researchers OpenAccess,0,1,Kiel und Hamburg
Research openaccess libraries publishingcosts scholarlycommunication,0,5,
Research Papers OpenAccess Science,0,0,Newport VA USA
Research OpenAccess,0,0,New York
RepresentacionesSociales accesoabierto openaccess,"1, 0",1,"Catalunya, Buckinghamshire"
Repositorio OpenAccess,0,4,
Repositories OpenAccess OA,0,3,"ULG, Ile-de-France, France, Buckinghamshire, Li��ge, Belgium"
Reference LGRB,0,3,"Ile-de-France, France"
RealTimeChem OpenAccess,0,2,"Buckinghamshire, Cambridge"
RUE2016 Universit��,0,23,"Ile-de-France, France"
RUE2016,0,"4, 10, 2","Ile-de-France, France"
REFready openaccess,0,1,England
REF openaccess,"0, 1, 4, 2","4, 2, 5, 3, 0","Queen Square, London, London, UK, Buckinghamshire, UCLan, Preston, PR1 2HE, Preston, Lancashire, UK, London, Preston, England, London, England, UCLan, Preston, Preston, UK, UCLan, Preston, Lancashire, Preston, Lancashire, Lancashire, UK, Brunel University, London"
REF OpenAccess HigherEd,3,0,"London, UK"
REF Open Access,0,0,Sheffield
REE openaccess,0,11,
Qwant Google,0,9,"Ile-de-France, France"
P��ques,0,4,"Ile-de-France, France"
Pvalues openaccess,0,1,"Earth, Laniakea, Buckinghamshire"
Publishing Information Digital Reference OpenAccess,0,0,UK and International
PublicHealth OpenAccess,"2, 0",0,Visit the website:
PublicAccess OpenAccess,0,0,"Worcester, MA"
Psychology Strath OpenAccess HaSS,0,0,"Glasgow, Scotland"
Progressive Inclusive OpenAccess,"0, 25",22,"Cambridge, UK, LHR | SFO | SEA, LinkedIn https://goo.gl/pNJL9V, Undisclosed, Hamilton, Quito-Ecuador,   MEssland Worldwide, Visit the website:, University of Kent, Toronto, Ontario, Montr��al, Qu��bec, Texas State University, Sarasota, FL, Oxford, England, Brisbane, Australia, Guelph, ON, Northern California, Venezuela, Manchester, UK"
Primaryhealthcare openaccess,"0, 4",5,"Buckinghamshire, New Zealand, Melbourne, Australia, Opotiki New Zealand , Dunedin"
PrecisionMedicine openaccess,1,0,Singapore
PoliSci OpenAccess,0,3,"Buckinghamshire, Vancouver/Aguascalientes, Puebla"
Placebranding openaccess planners,0,0,"Birmensdorf (ZH), Z�_rich"
Physics Strath OA OpenAccess,0,0,"Glasgow, Scotland"
Petition openaccess,0,1,"Buckinghamshire, Lille, France"
Persuitnodiging openaccess,"0, 2",4,"Den Haag - Brussel, Den Haag, Osaka, Japan, Amsterdam/Brussels"
Pathology https LetsEncrypt Debian privacy security openaccess FOAMed,"0, 3",1,United States
PaperoftheDay openaccess InstitutionalRepository,"0, 1","1, 0","Buckinghamshire, london, ontario"
PG Students OpenAccess Electronic Electrical Engineering RCUK OA,0,0,"Glasgow, Scotland"
PASTEUR4OA openaccess,0,3,Bristol
P4C philosophy education openaccess journal,"0, 4",4,"Montreal, Canada, Australia, England, Oxford"
Openness Teaching openaccess SoTL,"0, 1",3,"Charlottesville, VA, University of Guelph, Ontario, Guelph, Ontario"
Openaccess timeseries landcover Sentinel2 map,0,0,India
Openaccess timeseries landcover Landsat Sentinel2 map LTSBAP,"0, 8",8,"Berlin, Deutschland, Asturias,Galicia(Spain)-M��xico, Parts Unknown, Bogot��, Greenbelt, MD, Victoria, BC, Canada, Sofia, Bulgaria"
Openaccess repositories Kenya,"0, 2",1,UK
Openaccess methods EHR,0,2,Washington DC
Openaccess loinumerique,0,0,Toulouse
Openaccess academia highered,0,1,United Kingdom
Openaccess SouthAfrica,"0, 2",4,"Buckinghamshire, Ranchi, Jharkhand, so���ewhere , Everywhere and nowhere."
Openaccess Kenya Sudan,"5, 0",5,"Lilongwe, Malawi, The Otherworld, Toronto   ��� Horn Of Africa, Sydney, New South Wales, Berlin"
Openaccess Japan OA openscience H2020,0,0,Europe
Openaccess GEOLOGY,0,15,
Openaccess CreativeCommons,0,0,"Boulogne-Billancourt, France"
Openaccess,"0, 1, 2, 4","4, 2, 1, 0","Bayern, Deutschland, San Jose, California, Buckinghamshire, Nantes, Basement office, Barcelona (Spain), Brighton & Hove, UK, Oslo, Norway, Colorado, US, and traveling, Boulder, Colorado, USA, Tenerife, Spain, Victoria, Australia, Bern, Davis, CA, Ireland, Dublin, San Francisco Bay Area, Lyon, York, UK"
Open_Access EpisciencesIAM RUE2016,0,6,"Ile-de-France, France"
OpenScience OpenAccess,1,0,Osserv. Astrofisico di Torino
OpenScience DataCiteDOI OpenAccess OpenData,0,12,Between the Poles.
OpenScience Africa Scigaia openaccess,0,1,"Zuid-Holland, Nederland, Global"
OpenRechearch OpenAccess kebetu bibsen technoveille,"1, 0",1,Yeumbeul - Ngor - Dakar
OpenHardware OpenAccess,1,0,"Rockville, MD"
OpenData VirginiaTech,"1, 0","1, 0","Blacksburg, VA"
OpenData OpenAccess,0,1,Buckinghamshire
OpenAccess worldTBday,0,1,"Cape Town, Oxford, beyond, Buckinghamshire"
OpenAccess wood,0,1,"Buckinghamshire, Everywhere"
OpenAccess socialmedia phdchat ecrchat,0,1,"Shanghai, United Kingdom"
OpenAccess scholarly journals 4good,0,0,"Doha, Qatar"
OpenAccess scholarly University higher education,0,1,"Santa B��rbara, Tf +34 67873941"
OpenAccess researchethics,0,"0, 2","Oxford, UK, Prague, Czech Republic"
OpenAccess research scholcomm,"0, 1",1,"Bengaluru, India"
OpenAccess research,"0, 1, 3","1, 0","Buckinghamshire, Everywhere, Sweden, Leeds University Library, Lund, Sweden"
OpenAccess repository OA,0,12,M��xico
OpenAccess patients,0,0,"Swedesboro, NJ"
OpenAccess p2,0,1,"Buckinghamshire, PeoplesRepublicOfBerkeley USA"
OpenAccess openscience OA,0,0,Everywhere
OpenAccess open OA,"0, 9",9,"Berlin, Berlin - Boston, Storrs, CT, Oslo, Oslo, Norway, Copenhagen, Denmark, Blacksburg, VA"
OpenAccess oncology oncologyresearch,0,1,Buckinghamshire
OpenAccess oer piracy copyright,2,0,"Washington, DC"
OpenAccess oacountdown,1,0,"Preston, Lancashire, UK"
OpenAccess oa2020ini,"0, 1",3,"Lausanne, Vaud, Schweiz, Br�_ssel, Belgien"
OpenAccess oa hefce ostp rcuk repositories ref2020 horizon2020,"3, 0",2,"UQAM/Canada, U Southampton/UK, Vienna, Austria, stuttgart, germany"
OpenAccess oa,"0, 2","1, 3","Buckinghamshire, Oslo, Norway, He/Him/His, Universitetet i Agder, Kristansand"
OpenAccess musetech,"0, 3, 5","2, 3","Washington, D.C., Indianapolis, Washington, DC"
OpenAccess literature,0,1,
OpenAccess librarian publisher scholcomm phd,"1, 0",2,"London, Ely and London"
OpenAccess librarian publisher researcher academic phdchat scholcomm monograph repository openscience,0,3,"London, Paris"
OpenAccess kebetu technoveille bibsen,"8, 0",2,"Yeumbeul - Ngor - Dakar, Vilnius, Lithuania, Ile-de-France, France"
OpenAccess kebetu bibsen technoveille,0,0,Yeumbeul - Ngor - Dakar
OpenAccess kebetu,2,0,Yeumbeul - Ngor - Dakar
OpenAccess journals intlhighered,0,0,Boston College
OpenAccess journals highered research,0,2,"New York City, Assoc. Professor. Ume�� Sweden"
OpenAccess jakstat,0,0,
OpenAccess institutionalrepositories,0,1,"Lyon, Buenos Aires"
OpenAccess immunotherapy vaccines,0,0,
OpenAccess humanities science,"0, 1",5,"Denton, Texas, Ames, Iowa, Washington D.C., Switzerland"
OpenAccess hand pain,0,2,Granada
OpenAccess gutmicrobes,0,0,
OpenAccess depression framing stigma,"0, 4",2,UK
OpenAccess conoscenza scientifica Scienzaperta,0,1,"Milano, Lombardia, Milano"
OpenAccess compchem,0,6,"Oxford, UK"
OpenAccess cdnpse,0,8,
OpenAccess bibsen kebetu,"0, 1","2, 1, 0","Yeumbeul - Ngor - Dakar, Senegal, Dakar/S��n��gal"
OpenAccess bibsen cobess kebetu,"3, 0",2,"Dakar/S��n��gal, Yeumbeul - Ngor - Dakar"
OpenAccess antibody mabs,0,1,
OpenAccess abonn��s,"0, 23","37, 0","Far, far away, Caballito, BAires, Argentina, Hebreux 11.1, Saint-Etienne, France, Lejos, 47��9' S 126��43' W, Villiers-St-Georges, France, Brussels, Paris, Paris-Caen, France, Paris, Paris, France, France, University of Burundi, UB, France, Evry, Yeumbeul - Ngor - Dakar, Montreal, CANADA, Buckinghamshire, Cherbourg-en-Cotentin, Brussels, Belgium"
OpenAccess Zika,0,0,"Geneva, Switzerland"
OpenAccess Wissenschaft Bibliotheken,0,0,Berlin
OpenAccess WeSpeechies,"0, 5, 1","7, 0, 1","Newcastle, Australia, Sydney, Australia, City University London, Sydney, Worldwide , Blue Mountains, Australia, Buckinghamshire, Johannesburg, SA, Fremantle, WA"
OpenAccess WVS WVS,"0, 4",4,"Zagreb, Republic of Croatia, Suomi, Gothenburg, Sweden, World"
OpenAccess Ukraine,0,3,"Glasgow, Scotland, Kyiv-BAires-Manc-Oxon, Oxford, UK"
OpenAccess UCPH glam,0,1,"Copenhagen, Copenhagen "
OpenAccess Twitter ResearchImpact,0,0,University of Guelph
OpenAccess TopTenOA,0,"4, 0","Oxford, UK, North West, England, La Habana, Cuba"
OpenAccess Strath Education OA,0,0,"Glasgow, Scotland"
OpenAccess Senegal,"0, 13",5,"Ranchi, Jharkhand, Vilnius, Lithuania, Dakar/S��n��gal, Senegal"
OpenAccess SciComs SFDORA,0,0,"London, UK, London, United Kingdom"
OpenAccess ScholarlyPublishing,0,1,"Buckinghamshire, Toluca de Lerdo"
OpenAccess SafetyInHospital,0,0,"Newcastle, NSW Australia"
OpenAccess SDK BBBT,0,1,"Morrisville, NC, Moss Beach, CA"
OpenAccess RickyPo,"0, 5",10,"Berlin - Boston, London, London & Oxford, UK, Toronto, Canada, Manchester, UK, UCL, Vienna, Austria, Buckinghamshire, UK"
OpenAccess Rheumatology,1,0,#Nursing
OpenAccess Research Resources,"0, 2, 1","3, 1, 0","Buckinghamshire, Vienna, Austria"
OpenAccess Repository,"0, 1",1,"Buckinghamshire, london, ontario"
OpenAccess REF REFready,0,0,London
OpenAccess PolicyDevelopment,"2, 0",2,"N 41��2' 0'' / E 28��58' 0'', Buckinghamshire"
OpenAccess Plant APC,0,1,Buckinghamshire
OpenAccess PanAccess makeadifference,"4, 0",4,"Visit the website:, Between here & there, Buckinghamshire, Hamilton, Texas State University"
OpenAccess PanAccess,"3, 0",3,"Toronto, Ontario, LinkedIn https://goo.gl/pNJL9V, Buckinghamshire, Visit the website:"
OpenAccess Pain,0,5,"Nova Scotia, Canada"
OpenAccess OpenScience Senegal,"0, 12",9,"london, ontario, Yeumbeul - Ngor - Dakar, Albany, NY, Senegal, Vilnius, Lithuania, Dakar, Maun, Botswana, LHR | SFO | SEA"
OpenAccess OpenScience OpenSociety,0,0,Barcelona (Spain)
OpenAccess OpenScience,"0, 2","7, 2, 13","Lisbon, Buckinghamshire, Vienna, Austria, Between the Poles."
OpenAccess OpenData OpenClinicalTrials,0,12,Between the Poles.
OpenAccess OpenData,0,"11, 13","A surgical suite near you?, Between the Poles."
OpenAccess OER,0,0,Texas
OpenAccess OAcountdown REF research,0,0,Leeds University Library
OpenAccess OAS OA,1,0,
OpenAccess OA publication recherche science,0,0,"Li��ge, Belgium"
OpenAccess OA FORCE2016,0,8,"Argentina, R�_o de Janeiro / Buenos Aires, Buenos Aires"
OpenAccess OA,"0, 1, 3, 7","4, 0, 2, 12","Frankfurt am Main, London, Berlin - Boston, Ballarat, Victoria, Australia, New York, Erasmus University Rotterdam, New Hampshire, USA, Europe, Berlin, Boise, ID, Milagro, Ecuador, Malaysia, Madrid, Spain, Lyon, Buckinghamshire, Caltech Library, Brooklyn, NY"
OpenAccess NextBigThingAfrica,0,1,
OpenAccess Naval Architect Marine,0,0,"Glasgow, Scotland"
OpenAccess MongrelOA,0,"1, 0","St. Louis, Missouri, Buckinghamshire"
OpenAccess Medical,"0, 1",0,"London, UK"
OpenAccess MakesADifference,"0, 4",3,"Visit the website:, Ontario, Canada, Buckinghamshire, LinkedIn https://goo.gl/pNJL9V"
OpenAccess Lithuania,"2, 0",3,"Ostrava, Czech Republic, Thessaloniki, Buckinghamshire"
OpenAccess LibreAcc��s Biblioth��que Library UQAM,1,0,Montr��al (Qu��bec)
OpenAccess LatinAmerica codesria4coep,0,3,"Finland, Buenos Aires, South Africa"
OpenAccess LatinAmerica,2,0,
OpenAccess Journals WeSpeechies,0,2,"Buckinghamshire, Blue Mountains, Australia"
OpenAccess IceAge,"0, 3",1,"Beautiful Vale of Glamorgan, Manchester, UK"
OpenAccess INM380,2,0,Tweets may be scheduled 
OpenAccess History Environment Society,0,0,"Turnhout, Belgium"
OpenAccess Hindu Muslim Eaton,"0, 2",3,"Gadigal/Eora & ��_������������ �����_������,  �_rۂsthہnaka | India, Perth, India, the internetz"
OpenAccess Hematology Oncology,"1, 0","0, 1",Abingdon
OpenAccess HIV AIDS,0,1,"Buckinghamshire, New York, NY"
OpenAccess HEFCE OA Policy,0,1,"Glasgow, Scotland"
OpenAccess H2020,0,57,
OpenAccess GLAMs,0,10,"Houston, TX"
OpenAccess Epidemiology,0,1,Buckinghamshire
OpenAccess Education,0,0,International
OpenAccess ERC,2,0,Bonn / Brussels
OpenAccess ENDO2016,0,2,"Sydney, Australia, Buckinghamshire"
OpenAccess EBAD kebetu bibsen technoveille,"0, 5",2,"Yeumbeul - Ngor - Dakar, Senegal"
OpenAccess DigitalHumanities,0,7,
OpenAccess CopyLeft SciHub Science relay synergie,0,0,
OpenAccess ClinicalTrial datashsaring,0,0,"Dundee, UK"
OpenAccess Civil Environmental Eng,1,1,"Glasgow, Scotland"
OpenAccess CitizenScience,0,12,Between the Poles.
OpenAccess CER,"0, 2",2,"Washington, DC"
OpenAccess CCCopenaccess lbf16,0,0,Madrid
OpenAccess BiosciReports,0,0,"London, United Kingdom, London, England, London, Beijing"
OpenAccess BiochemJ,0,0,"London, Beijing, London, United Kingdom"
OpenAccess BU kebetu bibsen,"1, 0",1,"Yeumbeul - Ngor - Dakar, Alpes-Maritimes"
OpenAccess A�_۱kEri��im OA Turkey,"0, 1",1,N 41��2' 0'' / E 28��58' 0''
OpenAccess Autism,0,1,
OpenAccess Architekturmuseum Berlin oaberlin,"0, 1",2,Berlin
OpenAccess Africa Codesria4CoEP,0,3,"South Africa, Gauteng, South Africa, Everywhere and nowhere."
OpenAccess Africa,0,0,
OpenAccess AddHealth,0,1,"Washington, DC"
OpenAccess AccesoAbierto scholarlycommunication,"0, 1",1,"Buckinghamshire, Mexico"
OpenAccess AccesoAbierto REA,0,1,Monterrey
OpenAccess AccesoAbierto,"0, 1",3,"Global, M��xico, Buckinghamshire, Copenhagen "
OpenAccess AcademicPublishing peerreview researchers,3,0,"London, England"
OpenAccess AbortionLaws SRHR,0,0,Australia & Nepal
OpenAccess AIDS,0,1,United Kingdom
OpenAccess AAG2016 ICanHazPDF,0,2,Earth
OpenAccess AAG2016,"0, 2",4,"Buckinghamshire, Devon, London or elsewhere, Global, Exhibition Road, London"
